Title;DOI
Scientific, Technical and Economic Committee for Fisheries - 65th Plenary Report (PLEN-20-03);10.2760/148684
Scientific, Technical and Economic Committee for Fisheries (STECF) - Social dimension of the CFP (STECF-20-14);10.2760/255978
Assessment of balance indicators for key fleet segments and review of national reports on Member States efforts to achieve balance between fleet capacity and fishing opportunities (STECF-20-11);10.2760/414107
Scientific, Technical and Economic Committee for Fisheries (STECF) - Review of technical measures (part 1) (STECF-20-02);10.2760/734593
The 2020 Annual Economic Report on the EU Fishing Fleet (STECF 20-06);10.2760/500525
Handreichung Zukunftsfragen ländlicher Räume. Was kann Citizen Science leisten?;10.5281/zenodo.4336848
From individual farms to agriholdings: Methodological implications. An explorative regional case study in East Germany;10.33423/jabe.v22i7.3252
Microplastics in agricultural soils: A new challenge not only for agro-environmental policy?;10.33423/jabe.v22i7.3250
Assessing agro-ecological practices using a combination of three sustainability assessment tools;10.3220/LBF1612794225000
Ein Vergleich unterschiedlicher Vorschläge zur Honorierung der Klimaschutzleistung der Wälder;10.3220/WP1598532686000
Ein Konzept zur Honorierung der Ökosystemleistungen der Wälder;10.3220/WP1598533026000
Forest landscape restoration - What generates failure and success?;10.3390/f11090938
Erarbeiten eines objektiven Verfahrens unter Berücksichtigung der Besonderheiten von Holz und Holzwerkstoffen bei der Bewertung ihres Einflusses auf die Innenraumluftqualität (HoInRaLu), TV 1: Untersuchungen unter realen Raumluftbedingungen;10.3220/REP1598858077000
Holzbilanzen 2017 bis 2019 für die Bundesrepublik Deutschland;10.3220/WP1598873344000
The use of atlantic hagfish (Myxine glutinosa) as a bioindicator species for studies on effects of dumped chemical warfare agents in the skagerrak. 2. Biochemical biomarkers;10.1016/j.marenvres.2020.105097
Monitoring der Lebensmittelverluste im Lebensmittelhandel;10.3220/WP1598947100000
(Mikro-)Plastik im Boden : Eintragspfade, Risiken und Handlungsoptionen;10.37307/j.1868-7741.2020.03.10
Scientific, Technical and Economic Committee for Fisheries (STECF) - 63rd Plenary Report - Written Procedure (PLEN-20-01);10.2760/465398
Scientific, Technical and Economic Committee for Fisheries (STECF) - Evaluation of the 2019 Annual Reports for data collection and Data Transmission issues (STECF-20-08);10.2760/661005
Assessing the sublethal impacts of anthropogenic stressors on fish: An energy-budget approach;10.1111/faf.12487
"Working Group on Recreational Fisheries Surveys (WGRFS; outputs from 2019 meeting)";10.17895/ices.pub.5744
Topochemical and light microscopic investigations of non-enzymatic oxidative changes at the initial decay stage of furfuryl alcohol-modified radiata pine (Pinus radiata) degraded by the brown rot fungus Rhodonia placenta;10.1016/j.ibiod.2020.105020
Functional groups of wild bees respond differently to faba bean (Vicia faba L.) cultivation at landscape scale;10.1111/1365-2664.13745
Conversion of Xylose from Birch Hemicellulose Hydrolysate to 2,3-Butanediol with Bacillus vallismortis;10.3390/fermentation6030086
Hydrology is the key factor for nitrogen export from tile-drained catchments under consistent land-management;10.1088/1748-9326/aba580
No palm oil or certified sustainable palm oil? Heterogeneous consumer preferences and the role of information;10.3390/su12187257
Sensitivity of gross primary productivity to climatic drivers during the summer drought of 2018 in Europe;10.1098/rstb.2019.0747
Altered energy partitioning across terrestrial ecosystems in the European drought year 2018;10.1098/rstb.2019.0524
Spring enhancement and summer reduction in carbon uptake during the 2018 drought in northwestern Europe;10.1098/rstb.2019.0509
Cyclische Carbonate als Vernetzer für Bioklebstoffe;10.1007/s35145-020-0132-8
Evaluation des Programms zur Förderung von Investitionen in die Verarbeitung und Vermarktung landwirtschaftlicher Erzeugnisse (V&V-Förderung - TM 4.2 des EPLR) : Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014-2020 (PFEIL);10.3220/5LE1599744372000
Can de facto governance influence deforestation drivers in the Zambian Miombo?;10.1016/j.forpol.2020.102309
Verkauf und Rückpacht von Agrarflächen (Sale and lease back): Analyse und Bewertung aus betriebswirtschaftlicher Sicht;10.3220/WP1600341246000
"Umsetzungsstand und erste Wirkungen der Fördermaßnahme ""Entwicklung von Seen"" (7.6) : Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014 bis 2020 (PFEIL)";10.3220/5LE1600687212000
Ecosystem service multifunctionality: Decline and recovery pathways in the Amazon and Chocó Lowland rainforests;10.3390/su12187786
Habitat utilization and feeding ecology of small round goby in a shallow brackish lagoon;10.1007/s12526-020-01098-0
"Auswirkungen aktueller Politikstrategien (Green Deal, Farm-to-Fork, Biodiversitätsstrategie 2030; Aktionsprogramm Insektenschutz) auf Land- und Forstwirtschaft sowie Fischerei";10.3220/WP1600775202000
Comparison of methods for the estimation of total inorganic nitrogen deposition to forests in Germany;10.3389/ffgc.2020.00103
Comparing Sentinel-1 and -2 data and indices for agricultural land use monitoring;10.3390/rs12182919
Model-based analysis of nitrate concentration in the leachate - the North Rhine-Westfalia case study, Germany;10.3390/w12020550
Ernährungssituation von Bäumen verändert Klima-Wachstums-Beziehung;10.3220/PB1601280403000
Geographic variations of the wood density and fiber dimensions of the Persian oak wood;10.3390/f11091003
Unsupervised parameterization for optimal segmentation of agricultural parcels from satellite images in different agricultural landscapes;10.3390/rs12183096
Swimming under elevated hydrostatic pressure increases glycolytic activity in gas gland cells of the European eel;10.1371/journal.pone.0239627
Acacia invasion is facilitated by landscape permeability: The role of habitat degradation and road networks;10.1111/avsc.12520
How do altitude and soil properties influence the taxonomic and phylogenetic structure and diversity of Brazilian páramo vegetation?;10.1007/s11629-019-5403-1
Stocks of organic carbon in German agricultural soils - Key results of the first comprehensive inventory;10.1002/jpln.202000113
Thünen-Baseline 2020 - 2030: Agrarökonomische Projektionen für Deutschland;10.3220/REP1601889632000
Carbon use efficiency and microbial functional diversity in a temperate Luvisol and a tropical Nitisol after millet litter and N addition;10.1007/s00374-020-01487-4
Hydrolyzed agricultural residues - Low-cost nutrient sources for l-Lactic acid production;10.3390/fermentation6040097
Person-specific calibration of a partial body counter used for individualised Am241 skull measurements;10.1088/1361-6498/abbe36
"""Gefühle des Abgehängtseins"" - ein Angstdiskurs";10.1007/978-3-658-30431-7_10
Digitalisierung sozialer Dienstleistungen in ländlichen Regionen: Eine Analyse feldkonfigurierender Diskurse;10.3220/WP1602153234000
Identification and analysis of key genes involved in methyl salicylate biosynthesis in different birch species;10.1371/journal.pone.0240246
Detection of chemical warfare agent related phenylarsenic compounds and multibiomarker responses in cod (Gadus morhua) from munition dumpsites;10.1016/j.marenvres.2020.105160
Die Wirkung von Agrarumweltmaßnahmen auf betriebliche Stickstoffbilanzen - Empirische Ergebnisse aus Nordrhein-Westfalen : Vortrag anlässlich der 60. Jahrestagung der GEWISOLA (Gesellschaft für Wirtschafts- und Sozialwissenschaften des Landbaues e.V.) „Herausforderungen für die ländliche Entwicklung - Wirtschafts- und sozialwissenschaftliche Perspektiven, Halle (Saale), 23. bis 25. September 2020;10.22004/ag.econ.305604
Microbial dynamics and soil physicochemical properties explain large-scale variations in soil organic carbon;10.1111/gcb.14994
Predation risk triggers copepod small-scale behavior in the Baltic Sea;10.1093/plankt/fbaa044
How energy crops (Maize, Field grass, Cup Plant) affect soil microarthropods and their decomposition services (EGU2020-6624);10.5194/egusphere-egu2020-6624
Soil fauna regulates the ecosystem service/disservice balance in mulched soils (EGU2020-6545);10.5194/egusphere-egu2020-6545
Effects of earthworm communities on water infiltration in wet soils with energy crops (EGU2020-7628);10.5194/egusphere-egu2020-7628
Workshop on stock identification of North Sea cod (WKNSCodID);10.17895/ices.pub.7499
Daseinsvorsorge in ländlichen Räumen. Zwischen Abbau, Umbau und Ausbau;10.1007/978-3-662-60901-9_29
Exports and inputs of organic carbon on agricultural soils in Germany;10.1007/s10705-020-10087-5
Depletion of soil carbon and aggregation after strong warming of a subarctic Andosol under forest and grassland cover;10.5194/soil-6-115-2020
Identification of wood species used in particleboard production;10.1163/22941932-bja10018
Description and evolution of wood anatomical characters in the ebony wood genus Diospyros and its close relatives (Ebenaceae): a first step towards combatting illegal logging;10.1163/22941932-bja10040
The status of coastal benthic ecosystems in the Mediterranean Sea: evidence from ecological indicators;10.3389/fmars.2020.00475
Twelve recommendations for advancing marine conservation in European and contiguous seas;10.3389/fmars.2020.565968
Greenhouse gas observation network design for Africa;10.1080/16000889.2020.1824486
Stock Identification Methods Working Group (SIMWG);10.17895/ices.pub.7485
Spatiotemporal accumulation of fatal pharyngeal entrapment of flatfish in harbour porpoises (Phocoena phocoena) in the German North Sea;10.7717/peerj.10160
Analyzing ash leaf-colonizing fungal communities for their biological control of Hymenoscyphus fraxineus;10.3389/fmicb.2020.590944
Evaluation des Agrarinvestitionsförderungsprogramms (AFP - TM 4.1 des EPLR): Befragungsergebnisse der AFP-Zuwendungsempfänger*innen : NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1603696465000
Nitrite induced transcription of p450nor during denitrification by Fusarium oxysporum correlates with the production of N2O with a high 15N site preference;10.1016/j.soilbio.2020.108043
Regulation of the product stoichiometry of denitrification in intensively managed soils;10.1002/fes3.251
"""Boats don't fish, people do""- how fishers' agency can inform fisheries-management on bycatch mitigation of marine mammals and sea birds";10.1016/j.marpol.2020.104268
Admissible dissimilarity value (ADV) as a measure of subsampling reliability: case study North Sea cod (Gadus morhua);10.1007/s10661-020-08668-6
Planning Group on Data Needs for Assessments and Advice (PGDATA);10.17895/ices.pub.7571
Household deforestation decisions in the Ecuadorian tropical lowland rainforests;10.3220/PB1605512446000
Decisiones de deforestación a nivel de hogar en los bosques húmedos de tierras bajas de Ecuador;10.3220/PB1605513227000
N2O isotope approaches for source partitioning of N2O production and estimation of N2O reduction - validation with the 15N gas-flux method in laboratory and field studies;10.5194/bg-17-5513-2020
Performance of organic entire male pigs from two sire lines under two feeding strategies : Part 1: Growth performance, carcass quality, and injury prevalence;10.3220/LBF1604659430000
Organic fattening of entire male pigs from two sire lines under two feeding strategies : Part 2: Meat quality and boar taint;10.3220/LBF1604659773000
ICES workshop on scale, otolith biochronology archives (WKBioArc);10.17895/ices.pub.7572
Evaluation der Förderung von Investitionen in die Verarbeitung und Vermarktung landwirtschaftlicher Erzeugnisse (V&V-Förderung) : NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1605688910000
Workshop on the ecosystem based management of the Baltic Sea (WKBALTIC);10.17895/ices.pub.6084
Soil penetration resistance after one-time inversion tillage: a spatio-temporal analysis at the field scale;10.3390/land9120482
Der Blick der hessischen Wirtschafts- und Sozialpartner*innen auf die Förderperiode 2021 und 2027 : Ergebnisse einer Online-Befragung zur Ausrichtung des GAP-Strategieplans und zur zukünftigen Gestaltung der Partnerschaft in Hessen;10.3220/5LE1605780295000
Combining management plans and payment schemes for targeted grassland conservation within the Habitats Directive in Saxony, Eastern Germany;10.1016/j.landusepol.2020.104642
Scientific, Technical and Economic Committee for Fisheries - 64th Plenary Report (PLEN-20-02);10.2760/325560
Synthetic harbour porpoise (Phocoena phocoena) communication signals emitted by acoustic alerting device (Porpoise ALert, PAL) significantly reduce their bycatch in western Baltic gillnet fisheries;10.1016/j.fishres.2020.105732
Parasite infection disrupts escape behaviours in fish shoals;10.1098/rspb.2020.1158
Adaptation to low parasite abundance affects immune investment and immunopathological responses of cavefish;10.1038/s41559-020-1234-2
Ernährungssicherung für Afrika im Jahr 2100;10.3220/PB1606124416000
Nonlinear regression analysis of length growth in cultured rainbow trout;10.1590/1678-4162-11776
Food security for Africa in 2100;10.3220/PB1606124717000
Soil organic carbon certificates - potential and limitations for private and public climate action;10.3220/LBF1605778405000
Resource allocation in combined fog-cloud scenarios by using artificial intelligence;10.1109/FMEC49853.2020.9144693
FCSTD: Fog-Cloud smart task distribution by exploiting the artificial neural networks;10.1109/NoF50125.2020.9249167
Machine learning based task distribution in heterogeneous fog-cloud environments;10.23919/SoftCOM50211.2020.9238309
Participatory development of strategies for the transformation of agriculture in the zayandeh rud river basin;10.1007/978-3-030-50684-1_12
Gentle interactions with restrained and freemoving cows: Effects on the improvement of the animal-human relationship;10.1371/journal.pone.0242873
Fruchtfolgen mit und ohne Leguminosen: ein Review;10.5073/JfK.2020.10-11.01
Verringerung von Treibhausgas- und Ammoniakemissionen - Fördereffekte im Schwerpunktbereich 5D : NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1603973608000
Relevance of aboveground litter for soil organic matter formation - a soil profile perspective;10.5194/bg-17-3099-2020
Inter-Benchmark Process on Baltic Sprat (Sprattus sprattus) and Herring (Clupea harengus) (IBPBash);10.17895/ices.pub.5971
Working Group of International Pelagic Surveys (WGIPS);10.17895/ices.pub.6088
Nitrogen use efficiency on dairy farms with different grazing systems in northwestern Germany;10.1088/2515-7620/abc098
Implications of development cooperation and state bureaucracy on climate change adaptation policy in Bangladesh;10.3390/cli8100118
Sample preparation techniques for the analysis of microplastics in soil - a review;10.3390/su12219074
Assessment of possible leakage effects of implementing EU COM proposals for the EU Biodiversity Strategy on forests and forest management in non-EU countries;10.3220/WP1604416717000
Abschätzung möglicher Verlagerungseffekte durch Umsetzung der EU-KOM-Vorschläge zur EU-Biodiversitätsstrategie auf Forstwirtschaft und Wälder in Drittstaaten;10.3220/WP1604417204000
Langfristige Biodiversitätsveränderungen in Deutschland erkennen - mit Hilfe der Vergangenheit in die Zukunft schauen;10.17433/11.2020.50153851.479-491
Increasing temperatures, diversity loss and reorganization of deep-sea fish communities east of Greenland;10.3354/meps13495
Provision of multiple ecosystem services in the tropical lowland forests of Ecuador;10.3220/PB1604584199000
Provisión de múltiples servicios ecosistémicos en los bosques de tierras bajas de Ecuador;10.3220/PB1604584861000
Soil properties and habitats determine the response of bacterial communities to agricultural wastewater irrigation;10.1016/S1002-0160(19)60821-0
Evaluation of existing guidelines for their adequacy for the microbial characterisation and environmental risk assessment of microorganisms obtained through synthetic biology;10.2903/j.efsa.2020.6263
No tangible effects of field-grown cisgenic potatoes on soil microbial communities;10.3389/fbioe.2020.603145
Culture-independent analysis of linuron-mineralizing microbiota and functions in on-farm biopurification systems via DNA-stable isotope probing: comparison with enrichment culture;10.1021/acs.est.0c02124
Quantifying the performance of selective devices by combining analysis of catch data and fish behaviour observations: methodology and case study on a flatfish excluder;10.1093/icesjms/fsaa155
SOILAssist-Teilprojekt ‚Akzeptanz und Implementierung‘ : Analyse behördlicher Handlungsempfehlungen zur Vermeidung von Bodenverdichtung auf Ackerböden;10.3220/WP1604915142000
"Working Group on Mixed Fisheries Advice (WGMIXFISH-ADVICE; outputs from 2019 Meeting)";10.17895/ices.pub.7508
Workshop on the North Sea reopening protocol (WKNSROP);10.17895/ices.pub.7576
Circular nutrient solutions for agriculture and wastewater - a review of technologies and practices;10.1016/j.cosust.2020.09.007
Direct measurement of mass and economic harvest and post-harvest losses in spanish persimmon primary production;10.3390/agriculture10120581
Working Group on Widely Distributed Stocks (WGWIDE);10.17895/ices.pub.7475
North Western Working Group (NWWG);10.17895/ices.pub.6051
Reconstructing genomes of carbon monoxide oxidisers in volcanic deposits including members of the class ktedonobacteria;10.3390/microorganisms8121880
Effect of two-week heat stress during grain filling on stem reserves, senescence, and grain yield of European winter wheat cultivars;10.1111/jac.12410
DNA of centuries-old timber can reveal its origin;10.1038/s41598-020-77387-2
Biologically mediated release of endogenous N2O and NO2 gases in a hydrothermal, hypoxic subterranean environment;10.1016/j.scitotenv.2020.141218
Effect of chemical and mechanical grassland conversion to cropland on soil mineral N dynamics and N2O emission;10.1016/j.agee.2020.106975
What drives household deforestation decisions? Insights from the Ecuadorian lowland rainforests;10.3390/f11111131
Nachhaltigkeitsbewertung von Maßnahmen zur Vermeidung von Lebensmittelabfällen;10.3220/WP1603713219000
Effective biodiversity monitoring needs a culture of integration;10.1016/j.oneear.2020.09.010
Effekte auf Wasser- und Klimaschutz - Eine Analyse betrieblicher Nährstoffvergleiche für ausgewählte Flächenmaßnahmen : NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1603786123000
Modeling the weight gain of freshwater-reared rainbow trout (Oncorhynchus mykiss) during the grow-out phase;10.37496/rbz4920190028
Deforestation in Zambia’s Miombo: Does governance play a notable role?;10.3220/PB1603793282000
Working Group on Bycatch of Protected Species (WGBYC);10.17895/ices.pub.7471
Minderung von Ammoniak- und Treibhausgasemissionen der Landwirtschaft : Wirkungen national finanzierter Bausteine der Einzelbetrieblichen Förderung in Hessen (EFP);10.3220/5LE1603804960000
Evaluation of food waste prevention measures - The use of fish products in the food service sector;10.3390/su12166613
Development of new SNPs loci on Quercus robur and Quercus petraea for genetic studies covering the whole species’ distribution range;10.1007/s12686-020-01141-z
German citizens’ perception of fattening pig husbandry - Evidence from a mixed methods approach;10.3390/agriculture10080342
Operating cabled underwater observatories in rough shelf-sea environments: A technological challenge;10.3389/fmars.2020.00551
The use of Atlantic hagfish (Myxine glutinosa) as a bioindicator species for studies on effects of dumped chemical warfare agents in the Skagerrak. 1: Liver histopathology;10.1016/j.marenvres.2020.105046
Zambian Miombo ecoregion: No international forestry agenda without the chiefs?;10.3220/PB1598271144000
Regionalisierte Bewertung der Waldleistungen in Deutschland;10.3220/REP1598274305000
Auswirkungen überregional aktiver Investoren in der Landwirtschaft auf ländliche Räume : Ergebnisse aus zwei Fallstudien;10.3220/REP1598343204000
Flower strips, conservation field margins and fallows promote the arable flora in intensively farmed landscapes: Results of a 4-year study;10.1016/j.agee.2020.107142
Nuclear and plastid SNP markers for tracing Cedrela timber in the tropics;10.1007/s12686-019-01110-1
Optimal parameters for delineating agricultural parcels from satellite images based on supervised Bayesian optimization;10.1016/j.compag.2020.105696
Mitochondrial genome of Fagus sylvatica L. as a source for taxonomic marker development in the Fagales;10.3390/plants9101274
Nutrient mitigation under the impact of climate and land-use changes: A hydro-economic approach to participatory catchment management;10.1016/j.jenvman.2020.110976
The impacts of three dimensions of (dis)similarities on water quality benefit transfer errors;10.1016/j.wre.2020.100164
"Benchmark workshop on Rockall haddock (Melanogrammus aeglefinus) in division 6.b (Rockall) (WKROCK; outputs from 2019 meeting)";10.17895/ices.pub.5547
The European charcoal trade;10.1163/22941932-bja10017
Wood identification of charcoal with 3D-reflected light microscopy;10.1163/22941932-bja10033
Arbeitsbericht: Verbesserung des physikalischen Bodenschutzes bei der Wirtschaftsdüngerausbringung im Frühjahr - Herausforderungen und Lösungsansätze;10.20387/BonaRes-ESZ2-NRV9
Future socio-political scenarios for aquatic resources in Europe: An operationalized framework for aquaculture projections;10.3389/fmars.2020.568159
Warmer spring alleviated the impacts of 2018 European summer heatwave and drought on vegetation photosynthesis;10.1016/j.agrformet.2020.108195
Catch pattern and size selectivity for a gear designed to prevent fish injuries during the capture process in a North-East Atlantic demersal trawl fishery;10.1016/j.rsma.2020.101525
Traceability matters: A conceptual framework for deforestation-free supply chains applied to soy certification;10.1108/SAMPJ-04-2019-0145
Regionale gesundheitliche Ungleichheiten;10.1007/978-3-658-06477-8_31-1
Suitability of analytical methods to determine tebuconazole, propiconazole and permethrin in aged wood samples;10.1007/s00107-020-01496-y
Studying the metabolism of toxic chemical warfare agent-related phenylarsenic chemicals in vitro in cod liver;10.1016/j.jhazmat.2020.122221
Carp land: Economics of fish farms and the impact of region-marketing in the Aischgrund (DEU) and Barycz Valley (POL);10.1016/j.aquaculture.2019.734731
FORests and HYdrology under Climate Change in Switzerland v1.0: a spatially distributed model combining hydrology and forest dynamics;10.5194/gmd-13-537-2020
Efficient evaluation of a gene containment system for poplar through early flowering induction;10.1007/s00299-020-02515-1
A systemic evaluation framework for a multi-actor, forest-based bioeconomy governance process: The German Charter for Wood 2.0 as a case study;10.1016/j.forpol.2020.102113
Developing science-based policy advice : Report - PhD Summer School 2019;10.3220/WP1582202244000
"Stock identification methods working group (SIMWG; outputs from 2019 meeting)";10.17895/ices.pub.5960
"Working Group for Marine Planning and Coastal Zone Management (WGMPCZM; outputs from 2019 meeting)";10.17895/ices.pub.5964
Fungal deterioration of a novel scrimber composite made from industrially heat treated African highland bamboo;10.1016/j.indcrop.2020.112225
Multifunctionality of forests: a white paper on challenges and opportunities in China and Germany;10.3390/f11030266
PFEIL - Programm zur Förderung im ländlichen Raum 2014 bis 2020 in Niedersachsen und Bremen : Beiträge zur Evaluation des Schwerpunktbereichs 4A Biologische Vielfalt;10.3220/5LE1582807964000
Los incentivos financieros muestran efectos más allá de las áreas de conservación en la Amazonía ecuatoriana;10.3220/PB1581608003000
Deforestation drivers in the tropics, do jurisdictional scale and context matter?;10.3220/PB1581587318000
Ökologische Lebensmittelverarbeitung aus Sicht der Verbraucher - Die Beispiele Milch und Saft;10.3220/PB1583150269000
Consumers’ perceptions of organic food processing - first insights into milk and juice processing;10.3220/PB1583150536000
Standorttypische Humusgehalte landwirtschaftlich genutzter Böden Deutschlands;10.3220/REP1583152694000
Verbraucherkommunikation zu Qualitätsanforderungen im ökologischen Obstbau;10.3220/PB1583415484000
Towards forest landscape restoration programs in the Philippines: Evidence from logged forests and mixed-species plantations;10.3390/environments7030020
Action needed for the EU Common Agricultural Policy to address sustainability challenges;10.1002/pan3.10080
"Evaluation der Fördermaßnahme ""Transparenz schaffen - von der Ladentheke bis zum Erzeuger"" : PFEIL - Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014 bis 2020";10.3220/5LE1584004549000
Egg production methods applied to Eastern Baltic cod provide indices of spawning stock dynamics;10.1016/j.fishres.2020.105553
Tall Pinus luzmariae trees with genes from P. herrerae;10.7717/peerj.8648
Increasing atmospheric CO2 concentrations correlate with declining nutritional status of European forests;10.1038/s42003-020-0839-y
Global stakeholder vision for ecosystem-based marine aquaculture expansion from coastal to offshore areas;10.1111/raq.12422
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2018 : report on methods and data (RMD) Submission 2020;10.3220/REP1584363708000
Long-term study of a subdioecious Populus x canescens family reveals sex lability of females and reproduction behaviour of cosexual plants;10.1007/s00497-019-00378-5
Correction to: Long-term study of a subdioecious Populus x canescens family reveals sex lability of females and reproduction behaviour of cosexual plants;10.1007/s00497-019-00381-w
The origin of biomass;10.1007/978-3-662-60390-1_2
"Fallstudien zur Förderung der ländlichen Infrastrukturen : Teilmaßnahme 7.2, Investitionen in die Schaffung, Verbesserung oder Ausdehnung aller Arten von kleinen Infrastrukturen ; Entwicklungsplan für den ländlichen Raum des Landes Hessen 2014 bis 2020";10.3220/5LE1584600069000
CO2-Zertifikate für die Festlegung atmosphärischen Kohlenstoffs in Böden: Methoden, Maßnahmen und Grenzen;10.20387/BonaRes-F8T8-XZ4H
"Forstpflanzenzüchtung für die Praxis : 6. Tagung der Sektion Forstgenetik/Forstpflanzenzüchtung vom 16. bis 18. September 2019 in Dresden ; Tagungsband";10.3220/REP1584625360000
ENO regulates tomato fruit size through the floral meristem development network;10.1073/pnas.1913688117
Potential of multi-species livestock farming to improve the sustainability of livestock farms: A review;10.1016/j.agsy.2020.102821
The anatomy of institutions: diagnosing the formation of legal rules;10.1080/1523908X.2020.1726175
Monitoring sustainability effects of the bioeconomy: a material flow based approach using the example of softwood lumber and its core product epal 1 pallet;10.3390/su12062444
Hypoxia tolerance of 10 euphausiid species in relation to vertical temperature and oxygen gradients;10.3389/fphys.2020.00248
Agrarpolitik;10.1007/978-3-658-23670-0_184-1
Umsetzung der Europäischen Innovationspartnerschaften im Rahmen des ersten Calls - Bericht 2 : Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014-2020 (PFEIL);10.3220/5LE1595246787000
Herring Assessment Working Group for the Area South of 62° N (HAWG);10.17895/ices.pub.6105
"ICES Working Group on Surveys on Ichthyoplankton in the North Sea and adjacent Seas (WGSINS; outputs from 2019 meeting)";10.17895/ices.pub.5969
Conversion of Andean montane forests into plantations: Effects on soil characteristics, microorganisms, and microarthropods;10.1111/btp.12813
To fish or not to fish - economic perspectives of the pelagic northeast atlantic mackerel and herring fishery;10.3389/fmars.2020.00625
Default sex and single gene sex determination in dioecious plants;10.3389/fpls.2020.01162
Quantification of gear inflicted damages on trawl-caught haddock in the Northeast Atlantic fishery;10.1016/j.marpolbul.2020.111366
Comparison of two techniques of pattern recognition in the image analysis-based wheat stalk length characterization;10.1515/agriceng-2020-0011
Specific dimensional change behavior of laminated beech veneer lumber (BauBuche) in terms of moisture absorption and desorption;10.3390/fib8070047
Effects of flat-shaped face layer particles and core layer particles of intentionally greater thickness on the properties of wood-reduced particleboard;10.3390/fib8070046
Notwendigkeit eines Brückenschlags zwischen Wissenschaft und Praxis im Naturschutz - Chancen und Herausforderungen;10.17433/8.2020.50153829.364-371
Play and social behaviour of calves with or without access to their dam and other cows;10.1017/S0022029920000540
The relation between moral attitudes and political identity;10.4018/978-1-7998-3677-3.ch009
Methodological terminology and definitions for research and discussion of cow-calf contact systems;10.1017/S0022029920000564
Methodology for experimental and observational animal studies in cow-calf contact systems;10.1017/S0022029920000552
Molecular evidence for three genetic species of Dipteryx in the Peruvian Amazon;10.1007/s10709-019-00082-2
How big is the bioeconomy? : Reflections from an economic perspective;10.2760/144526
Regional and stock-specific differences in contemporary growth of Baltic cod revealed through tag-recapture data;10.1093/icesjms/fsaa104
Effects of suckling on milk yield and milk composition of dairy cows in cow-calf contact systems;10.1017/S0022029920000515
Bonding wood veneer with biobased poly (Lactic Acid) thermoplastic polyesters: potential applications for consolidated wood veneer and overlay products;10.3390/fib8080050
Towards a coupled paradigm of NH3-CO2 biosphere-atmosphere exchange modelling;10.1111/gcb.15184
Recreational anglers’ perceptions, attitudes and estimated contribution to angling related marine litter in the German Baltic Sea;10.1016/j.jenvman.2020.111062
Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak (WGNSSK);10.17895/ices.pub.6092
Development of SNP markers for the African timber species Nauclea diderrichii;10.1007/s12686-019-01115-w
Wood resource balance for plantation forests in Brazil: resources, consumption and cascading use;10.1590/01047760202026022718
Short- and long-term effects of rearing dairy calves with contact to their mother on their reactions towards humans;10.1017/S0022029920000576
Estimating grassland parameters from Sentinel-2: A model comparison study;10.1007/s41064-020-00120-1
Increased evidence of nutrient imbalances in forest trees across Europe;10.3220/ICP1597824383000
Growth and resilience responses of Scots pine to extreme droughts across Europe depend on predrought growth conditions;10.1111/gcb.15153
Income risk of German farms and its drivers;10.30430/69.2020.2.85-107
Characteristics and determinants of domestic food waste: a representative diary study across Germany;10.3390/su12114702
The PROFOUND Database for evaluating vegetation models and simulating climate impacts on European forests;10.5194/essd-12-1295-2020
Effectivity and cost efficiency of a tax on nitrogen fertilizer to reduce GHG emissions from agriculture;10.3390/atmos11060607
"Die Kosten-Wirkungs-Analyse in der Flurbereinigung : Analyse der Eignung eines verwaltungsinternen Instruments zur Auswahl von Flurbereinigungsverfahren für Evaluationszwecke ; Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014-2020 (PFEIL)";10.3220/5LE1592218940000
Consumers' preferences and demand for poultry meat in Ghana;10.3220/PB1592221161000
A comparative analysis of ash leaf-colonizing bacterial communities identifies putative antagonists of Hymenoscyphus fraxineus;10.3389/fmicb.2020.00966
Evaluation des Agrarinvestitionsförderungsprogramms (AFP - TM 4.1): Ergebnisse der Befragung der Zuwendungsempfänger*innen : Landesprogramm ländlicher Raum (LPLR) des Landes Schleswig-Holstein 2014 bis 2020;10.3220/5LE1592313813000
"Widespread occurrence of ""Candidatus Phytoplasma ulmi"" in elm species in Germany";10.1186/s12866-020-01749-z
Paradigm shift in livestock farming;10.3220/LBF1592238146000
Arctic Fisheries Working Group (AFWG);10.17895/ices.pub.6050
Steam refining with subsequent alkaline lignin extraction as an alternative pretreatment method to enhance the enzymatic digestibility of corn stover;10.3390/agronomy10060811
Effect of the polystyrene granules type and content on the physical and mechanical properties of the lightweight wood-based panels;10.22069/JWFST.2020.17803.1860
Lack of knowledge does not justify a lack of action: the case for animal welfare in farmed fish;10.3220/LBF1592499937000
