Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Sample Narrative Interviews mit Geflüchteten;10.3220/DATA20211214150525;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Pkw-, fußläufige- und ÖPNV-Erreichbarkeit des nächsten Jobcenters in den Untersuchungslandkreisen;10.3220/DATA20211214150804;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Pkw-, fußläufige- und Fahrrad-Erreichbarkeit der nächsten Haltestelle des öffentlichen Personenverkehrs in den Untersuchungslandkreisen;10.3220/DATA20211214150321;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Dataset for an evidence review map on agroforestry outcomes;10.3220/DATA20211109081609;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Gross N2O emission and uptake in cropland agroforestry and monoculture systems;10.20387/bonares-x13m-z796;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;71.43;50.0;50.0;33.33;100.0;50.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;54.17
Dataset: survey about research data management in agricultural sciences in Germany;10.5073/20211013-105447;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
R code and output for "How can outcome-based approaches for personalized nutrition improve strategies of Vitamin D supplementation?";10.5281/zenodo.5546571;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;71.43;75.0;50.0;66.67;100.0;50.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Bayesian Belief Network to explore combined effects of socio-political and climate change scenarios for an artisanal fishery in the Western Mediterranean;10.3220/DATA20210922133627;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Microsatellite marker data of Helosciadium nodiflorum L.;10.5073/20210823-163740;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Data from: Deposition of dust with active substances in pesticides from treated seeds in adjacent fields during drilling: disentangling the effects of various factors using an 8-year field experiment;10.5073/20210318-133039;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Data from: N2 and N2O mitigation potential of replacing maize with the perennial biomass crop Silphium perfoliatum – An incubation study;10.3220/DATA20210630134418;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Deep spatial profiling of human COVID-19 brains reveals neuroinflammation with distinct microanatomical microglia-T cell interactions;10.5281/zenodo.5018260;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;75.0;60.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;79.17
Data from: The draft chromosome-level genome assembly of tetraploid ground cherry (Prunus fruticosa Pall.) from long reads;10.5073/20210531-152902;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;100.0;30.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;60.42
StaPlaRes-DB-Thuenen - Three-year data set on gaseous field emissions and agronomic data in a urea fertilised rapeseed-winter wheat-winter barley crop sequence using inhibitors and subsurface placement at three sites in Germany;10.3220/DATA20220119144442;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2019: Input data and emission results;10.3220/DATA20210323134503;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Segmentation of wine berries;10.5073/20210308-154150;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;75.0;30.0;50.0;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;0.0;50.0;50.0;56.25
Differentiation of Capripox Viruses by Nanopore Sequencing;10.5281/zenodo.4559911;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;54;;66.67;71.43;75.0;50.0;66.67;100.0;50.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
