Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Factsheets for bio-based carbon dioxide removal options in Germany;10.48480/x293-8050;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;50;71.43;50;40;50;100;50;0;100;100;0;0;25;50;50;50;52.08
Reproductive data of Electrona risso, Melamphaes polylepis and Scopelogadus mizolepis from the Eastern Central Atlantic in March and April 2015;10.1594/PANGAEA.962192;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
A small set of nuclear markers for reliable differentiation of the two closely related oak species Quercus robur and Q. petraea;10.3390/plants12030566;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75;30;33.33;100;100;0;50;50;100;100;25;0;50;50;50
Dominant Tree Species for Germany (2017/2018);10.3220/DATA20221214084846;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
Bestockte Holzbodenkarte 2018;10.3220/DATA20221205151218;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
Dataset to: Greenhouse gas emissions from Silphium perfoliatum and silage maize cropping on stagnosols;10.3220/DATA20221117110711;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
docuMS: a document management platform;10.5281/zenodo.7317254;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
DC-EPG raw data on European spittlebugs and sharpshooters feeding behaviour on grapevine;10.5073/20221107-084158;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
XylFeed – Analysing DC-EPG waveform variables for European spittlebugs and sharpshooters;10.5073/20221107-091816;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Copper distribution in German vineyards and its impact on soil organisms – Dataset of a field survey from 2010 to 2014;10.5073/20221101-085525;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
The OHEJP BeONE Project – Escherichia coli genome assembly dataset;10.5281/zenodo.7267845;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
The OHEJP BeONE Project – Campylobacter jejuni genome assembly dataset;10.5281/zenodo.7267880;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
The OHEJP BeONE Project – Salmonella enterica genome assembly dataset;10.5281/zenodo.7267786;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
The OHEJP BeONE Project – Listeria monocytogenes genome assembly dataset;10.5281/zenodo.7267487;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Datasets for a data-centric image classification benchmark for noisy and ambiguous label estimation;10.5281/zenodo.7152309;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;85.71;75;50;100;100;50;100;100;100;0;100;25;50;50;100;70.83
Dataset to: Waterlogging effects on N2O and N2 emissions from a Stagnosol cultivated with Silphium perfoliatum and silage maize;10.3220/DATA20220922104041;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
OptDienE;10.17632/zwwt3myhmm.1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Supplemental to: Is Animal Welfare Better on Smaller Dairy Farms? Evidence from 3,085 Dairy Farms in Germany;10.3220/DATA20220913083721;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
"Supplementary dataset to publication: ""Neuroglia Infection by Rabies Virus after Anterograde Virus Spread in Peripheral Neurons""";10.5281/zenodo.6913924;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Connect to Protect: Dynamics and Genetic Connections of Highly Pathogenic Avian Influenza Outbreaks in Poultry during the 2016-2021 Epidemics in Germany;10.5281/zenodo.6826695;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;71.43;75;50;66.67;100;50;0;100;100;0;100;25;100;50;50;62.5
Supplemental to: Human Borna disease virus 1 encephalitis shows marked pro-inflammatory biomarker and tissue immunoactivation during the course of disease;10.1080/22221751.2022.2098831;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0;28.57;75;20;0;75;25;0;0;50;100;100;0;0;50;50;29.17
R code for the article “Addition of soluble fiber to standard purified diets is important for gut morphology in mice”;10.5281/zenodo.8070254;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
Test dataset for the clostyper software;10.5281/zenodo.6656045;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;85.71;75;60;100;100;50;100;100;100;0;100;25;100;50;100;75
Iceland as stepping stone for intercontinental spread of highly pathogenic avian influenza H5N1 virus between Europe and North America: data set on phylogeographic analysis;10.5281/zenodo.6638282;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
AIMSurv: First pan-European harmonized surveillance of Aedes invasive mosquito species of relevance for human vector-borne diseases;10.5281/zenodo.6394647;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
Dataset: Identification and validation of QTL for WDV (Wheat dwarf virus) resistance in wheat (Triticum aestivum) Version 1;10.5073/20220505-154819;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Interpolated daily temperature and precipitation data for Level II ICP Forests  Plots in Germany;10.3220/DATA20220503110854;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
NcbiExplorer;10.5281/zenodo.6413522;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
R package: SRS-Scaling with Ranked Subsampling;10.3390/app112311473;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75;30;33.33;100;100;0;50;50;100;100;25;0;50;50;50
Data: Increased resilience of peas towards root-rot pathogens predicted by nematode metabolic footprints;10.5073/20220321-151638;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
"Dataset for Publication ""A Modular Hepatitis E Virus Replicon System for Studies on the Role of ORF1-Encoded Polyprotein Domains""";10.5281/zenodo.8026997;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;40;66.67;100;100;0;100;100;0;100;25;50;50;50;62.5
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2020: Input data and emission results;10.3220/DATA20220308095141;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50;57.14;75;40;50;100;50;0;50;100;100;0;25;50;50;50;52.08
EJP Orion knowledge hub : Shiny App;10.1016/j.onehlt.2021.100233;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75;20;33.33;100;25;0;0;50;100;100;0;0;50;50;35.42
Dataset: Identification of candidate genes associated with tolerance to Apple Replant Disease (ARD) by genome-wide transcriptome analysis;10.5073/20220302-162603;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Dataset: Identification and validation of QTL for WDV (Wheat dwarf virus) resistance in wheat (Triticum aestivum);10.5073/20220203-155132;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Deforestation for agriculture increases microbial carbon use efficiency in subarctic soils;10.5281/zenodo.6720274;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;66.67;100;75;60;66.67;100;100;100;100;100;0;100;25;100;50;100;75
