Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Characterization of silicium dioxide (SiO2) nanoparticles in E 551-containing instant coffee products by Scanning Electron Microscopy (SEM) combined with Energy-dispersive X-ray spectroscopy (EDX);10.25826/Data20230727-143937-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Characterization of silicium dioxide (SiO2) particles in an E 551-containing spice mixture by Scanning Electron Microscopy (SEM) combined with Energy-dispersive X-ray spectroscopy (EDX);10.25826/Data20230728-105702-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Characterization of silicium dioxide (SiO2) nanoparticles in E 551-containing icing sugar by Scanning Electron Microscopy (SEM) combined with Energy-dispersive X-ray spectroscopy (EDX);10.25826/Data20230728-104222-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Particle size measurement of SiO2 nanoparticles in the food additive E 551 (SiO2) and E551-containing food products based on Scanning Electron Microscopy (SEM) imaging;10.25826/Data20230728-111219-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Characterization of silicium dioxide (SiO2) nanoparticles in the food additive E 551 by Scanning Electron Microscopy (SEM) combined with energy-dispersive x-ray spectroscopy (EDX);10.25826/Data20230721-111802-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
"Dataset from: Ferrario, P.G.| Bub, A.| Frommherz, L.| Krüger, R.| Rist, M.J.| Watzl, B. “A new statistical workflow (R-packages based) to investigate associations between one variable of interest and the metabolome""";10.25826/Data20230721-100335-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
LaForeT Governance assessments;10.3220/DATA20240213131340-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
Dataset: Identification of markers associated with Wheat dwarf virus (WDV) tolerance/resistance in barley (Hordeum vulgare ssp. vulgare) using Genome wide association studies;10.5073/20230616-101640-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
LaForeT Livelihoods;10.3220/DATA20240213131502-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
LaForeT Ground control points and Landscape borders;10.3220/DATA20240213131557-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
