Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Methodenhandbuch für den Aufbau eines deutschlandweiten Moorbodenmonitorings für den Klimaschutz (MoMoK) - Teil 2: Wald;10.3220/WP1700646642000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Impulse für eine mögliche Weiterentwicklung der Gemeinschaftsaufgabe "Verbesserung der Agrarstruktur und des Küstenschutzes" (GAK) hinsichtlich der Ausrichtung an den politischen Zielen laut Koalitionsvertrag;10.3220/WP1700645372000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Influences of management practices and methodological choices on life cycle assessment results of composting mixtures of biowaste and green cuts;10.3390/waste1040053;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;25.0;30.0;33.33;100.0;100.0;0.0;50.0;0.0;0.0;100.0;25.0;0.0;50.0;50.0;41.67
Tillandsia landbeckii phyllosphere and laimosphere as refugia for bacterial life in a hyperarid desert environment;10.1186/s40168-023-01684-x;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;40.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;50.0;50.0;50.0;54.17
Meta-analyses reveal the importance of socio-psychological factors for farmers' adoption of sustainable agricultural practices;10.1016/j.oneear.2023.10.028;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Potenzialabschätzung von technischen Wasserspeicheroptionen, Bewässerungsansätzen und ihrer Umsetzbarkeit;10.3220/WP1700732748000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Introgression as an important driver of geographic genetic differentiation within European white oaks;10.3390/f14122279;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;25.0;30.0;33.33;100.0;100.0;0.0;50.0;0.0;0.0;100.0;25.0;0.0;50.0;50.0;41.67
Foundational competencies and responsibilities of a research software engineer [Preprint];10.48550/arXiv.2311.11457;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;71.43;25.0;50.0;33.33;100.0;100.0;0.0;50.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;50.0
Umweltdaten verständlich präsentieren - Ansätze aus dem intensiven forstlichen Monitoring;10.3220/PB1702464762000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Presenting environmental data - Insights from the intensive forest monitoring;10.3220/PB1702465113000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Deliverable 5.5 : SEAwise report on predicting effect of changes in ‘fishable’ areas on fish and fisheries ; Version 2.0;10.11583/DTU.24331198;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Workshop 2 on fish distribution (WKFISHDISH2; outputs from 2022 meeting);10.17895/ices.pub.21692246;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Report from the Annual Meeting of Expert Group Chairs (WGCHAIRS);10.17895/ices.pub.23642838;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Genetic diversity and structure of Siberian Stone Pine (Pinus sibirica Du Tour) populations;10.2478/sg-2023-0003;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;40;;66.67;71.43;100.0;30.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;58.33
Workshop on guidelines and methods for the design and evaluation of rebuilding plans for category 1-2 stocks (WKREBUILD2);10.17895/ices.pub.24763293;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Open Agrar : der Publikationsserver für die Ressortforschungseinrichtungen des BMEL [Präsentation];10.3220/DATA20231212111902-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;100;100;59;;33.33;57.14;50.0;20.0;33.33;100.0;50.0;0.0;50.0;50.0;100.0;0.0;0.0;0.0;50.0;50.0;37.5
Guidance on the monitoring of marine litter in European seas : An update to improve the harmonised monitoring of marine litter under the Marine Strategy Framework Directive;10.2760/59137;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;0;0;0;40;;33.33;71.43;50.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;45.83
"Usually, I do not quarrel" - What type of ties do we find when we ask about conflicts using a name-generator approach?;10.1177/1525822X231220596;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;50.0;10.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;20.83
Scientific Technical and Economic Committee for Fisheries (STECF) - 74th plenary report (STECF-PLEN-23-03);10.2760/230145;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;0;0;0;40;;33.33;71.43;50.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;45.83
Benthic microbial biogeographic trends in the North Sea are shaped by an interplay of environmental drivers and bottom trawling effort;10.1038/s43705-023-00336-3;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;57.14;100.0;30.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Wie lässt sich der Schutz der Kiebitzpopulation deutschlandweit planen und was kostet er? : Umsetzungsstrategien zur Erhöhung der Feldvogelpopulation;10.12767/buel.v101i3.483;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;71.43;50.0;50.0;50.0;100.0;50.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;56.25
Sensorgestützte Beregnungssteuerung in Kartoffeln (SeBeK);10.3220/PB1702891847000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Sensor based irrigation management for potatoes;10.3220/PB1702892188000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Pacific Island case study : Impact of tourism on small island marine ecosystems: Insights from two Pacific archipelagos;10.1007/978-3-031-17879-5_5;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;33.33;71.43;100.0;30.0;33.33;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;54.17
Assessing nitrous oxide emissions and productivity of cropping systems for biogas production using digestate and mineral fertilisation in a coastal marsh site;10.3389/fenvs.2023.1231767;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;100;100;54;;33.33;71.43;50.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;45.83
EU outlook for biomass flows and bio-based products;10.1111/1746-692X.12408;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
FNEWS-Jahresprodukte 2018 bis 2022 [Datenpublikation];10.3220/DATA20230907171359-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
