Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
"Data for ""Influences of Glyphosate Contaminations and Concentrate Feed on Performance, Blood Parameters, Blood Cell Functionality and DNA Damage Properties in Fattening Bulls""";10.5281/zenodo.7861977;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
[Dataset] Raw ILLUMINA NGS data from study on Mouse virulence of European type III and type II x III-recombinant natural clones of Toxoplasma gondii is not always linked to the ROP18 and ROP5 genotype;10.5281/zenodo.7852320;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;40;66.67;100;100;0;100;100;0;100;25;50;50;50;62.5
jHc: A Java desktop application for agglomerative hierarchical clustering;10.5281/zenodo.7806583;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;100;50;66.67;100;100;0;100;100;100;100;25;100;50;50;70.83
"Supplementary dataset to publication: ""Elevated platforms with integrated weighing beams allow automatic monitoring of usage and activity in broiler chickens""";10.5281/zenodo.7783989;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Data set: The structure of the tetraploid sour cherry 'Schattenmorelle' (Prunus cerasus L.) genome reveals insights into its segmental allopolyploid nature;10.5073/20230324-105730-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50;85.71;75;30;50;100;100;0;100;100;0;100;25;0;50;50;56.25
[Dataset] SARS-CoV-2 Infection and Clinical Signs in Cats and Dogs from Confirmed Positive Households in Germany;10.5281/zenodo.7821579;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Dataset: Analysis of PPP exposure in the bioassay and in practice;10.5073/20230131-132718-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
[Dataset] Mass mortality among colony-breeding seabirds in the German Wadden Sea in 2022 due to distinct genotypes of HPAIV H5N1 clade 2.3.4.4b: data sets on phylogeographic analyses;10.5281/zenodo.6901960;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
HUMET study- quantitative bile acid dataset;10.25826/Data20230310-125757-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Iodine contents of various foods processed using iodized salt;10.25826/Data20230306-095328-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
General soil properties of wheat fields along 9 Pedoclimatic regions in Europe;10.5281/ZENODO.7682445;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;100;75;50;33.33;100;100;100;100;100;0;100;25;100;50;50;66.67
General soil properties of wheat fields along 9 Pedoclimatic regions in Europe;10.5281/zenodo.7682445;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;100;75;50;33.33;100;100;100;100;100;0;100;25;100;50;50;66.67
Estimates of Water Consumption of Growing Pigs under Practical Conditions Based on Climate and Performance Data;10.3220/DATA20230503140839-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75;50;33.33;100;50;0;50;100;100;0;25;100;50;50;54.17
[Dataset] Discrimination of Classical and Atypical BSE by a Distinct Immunohistochemical PrPSc Profile;10.5281/zenodo.7786205;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;54;;66.67;100;75;60;66.67;100;100;100;100;100;0;100;25;100;50;100;75
"Supplementary dataset to publication: ""Genomic insight into Campylobacter jejuni isolated from commercial turkey flocks in Germany using whole-genome sequencing analysis""";10.5281/zenodo.7701223;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;100;75;60;66.67;100;100;100;100;100;0;100;25;100;50;100;75
"Supplementary scRNA data for manuscript ""MicroRNA-223 dampens neutrophil-mediated lung inflammation during pneumococcal pneumonia""";10.5281/zenodo.6704333;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75;50;66.67;100;100;0;100;100;0;100;25;100;50;50;66.67
"Supplementary dataset to publication: ""Genomic epidemiology of Campylobacter fetus subsp. venerealis from Germany""";10.5281/zenodo.7608295;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Data set for publication: Determination of Virulence-Associated Genes and Antimicrobial Resistance Profiles in Brucella Isolates Recovered from Humans and Animals in Iran Using NGS Technology;10.5281/zenodo.7688368;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;75;60;100;100;100;100;100;100;0;100;25;100;50;100;79.17
Incubation and first feeding of European smelt (Osmerus eperlanus, L.) eggs and larvae using conventional hatchery equipment;10.17882/93267;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Item characteristics of marine litter at the seafloor of the Baltic Sea;10.1594/PANGAEA.958427;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Quantitative descripton of marine litter at the seafloor of the Baltic Sea;10.1594/PANGAEA.958432;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Master track of METEOR cruise M185 in 1 sec resolution (zipped, 15.7 MB);10.1594/PANGAEA.957633;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;70;100;100;100;100;100;100;100;100;50;100;50;100;87.5
Master tracks in different resolutions of METEOR cruise M185, Hamburg - Lisbon, 2022-10-30 - 2022-11-26;10.1594/PANGAEA.957630;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Dataset: Spray drift data from drones in vineyards;10.5073/20230328-170409-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Gelatinous zooplankton annotations of pelagic video transects in the Fram Strait during the R/V POLARSTERN expedition PS121;10.1594/PANGAEA.953752;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Gelatinous zooplankton annotations of pelagic video transects in the Fram Strait during the R/V Polarstern expedition PS126;10.1594/PANGAEA.953888;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Continuous thermosalinograph oceanography along RV Meteor cruise track M185;10.1594/PANGAEA.960971;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100;100;100;80;100;100;100;100;100;100;100;100;75;100;50;100;91.67
Dataset: Investigation of the interactions between PPDA and pyranine - on its fluorescence and storage stability under the influence of ultraviolet light and drift behavior in wind tunnel measurements;10.5073/20220726-132952;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75;50;33.33;100;100;0;100;100;0;100;25;100;50;50;62.5
Parametervergleich der Biomethanbildungs-Kinetiken ausgewählter landwirtschaftlicher Reststoffe;10.48480/2c10-kp95;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50;50;66.67;100;50;0;100;100;0;0;25;100;50;50;58.33
Parameter comparison of biomethane formation kinetics of selected agricultural residues;10.48480/ybe2-3806;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50;50;66.67;100;50;0;100;100;0;0;25;100;50;50;58.33
Theoretical biomass potentials for EU 27;10.48480/g53t-ks72;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50;50;66.67;100;50;0;100;100;0;0;25;100;50;50;58.33
Pflanzensteckbriefe 2.0;10.48480/wgxe-2733;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;71.43;50;50;33.33;100;50;0;100;100;0;0;25;100;50;50;54.17
