Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
High-resolution wind power generation time series for Germany in the period 2000-2015;10.5281/zenodo.1156955;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;75.0;60.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;79.17
Dataset supplementing H. Kohler, B. Ojha, N. Illyaskutty, I. Hartmann, C. Thiel, K. Eisinger, M. Dambacher: In situ high-temperature gas sensors: continuous monitoring of the combustion quality of different wood combustion systems and optimization of combustion process, Journal of Sensors and Sensor Systems (JSSS), 2018;10.5281/zenodo.1189997;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;85.71;75.0;60.0;100.0;100.0;50.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;75.0
Emission measurement data of a wood log stove with an integrated two-stage catalytic converter module;10.17632/2xcp6rytgw.1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Self-incompatibility (S) genotypes of cultivated sweet cherries – An overview 2017;10.5073/20171213-111734;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Anwendungsabschätzung von Pflanzenschutzmittelwirkstoffen basierend auf dem jährlichen Inlandabsatz als Basis für eine Risikotrendrechnung mit SYNOPS;10.5073/20171120-124946;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Phenotypic analysis of AvrRpt2EA transgenic apple lines;10.5073/opeanagrar.2017.000002;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;0.0;21.43;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25
Correlations between morphological and biochemical characteristics of five common medicinal and aromatic plants;10.5073/openagrar.2017.000001;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Dataset from Martin, A, Gremse, C, Selhorst, T, Bandick, N, Müller-Graf, C, Greiner, M, Lahrssen-Wiederholt, M. 2017 Hunting of roe deer and wild boar in Germany: Is non-lead ammunition suitable for hunting? Plos One;10.17590/20170616-134255;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Ichthyoplankton hauls made during Alkor cruise AL488;10.1594/PANGAEA.874745;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;100.0;80.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.0;100.0;50.0;100.0;91.67
Procedure for indexing NTS with ICD-10 codes, published in German;10.17590/20171025-154025;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Data Set of Potassium and Other Aerosol Forming Elements in High Quality Wood Pellets;10.17632/nc44ncpb7x.1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Allocated ICD-10 codes to each NTS submitted to AnimalTestInfo in 2014 and 2015;10.17590/20171025-153520;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Sample Submission Form for the research project "Food safety of game meat obtained through hunting";10.17590/20170706-163344;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Natura 2000 Intenational Doggerbank survey 2016;10.1594/PANGAEA.872101;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;100.0;70.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;50.0;100.0;50.0;100.0;87.5
Riesling grapevine canopy images for 3D reconstruction;10.5073/jki-data.2016.2;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;0.0;25.0;100.0;50.0;50.0;58.33
Abdriftuntersuchungen zu hohen Fahrgeschwindigkeiten;10.5073/jki-data.2016.1;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;0.0;25.0;100.0;50.0;50.0;58.33
FLUXNET2015 DE-Geb Gebesee;10.18140/flx/1440146;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;33.33;71.43;75.0;30.0;33.33;100.0;50.0;0.0;100.0;100.0;100.0;0.0;25.0;0.0;50.0;50.0;50.0
AHOI v18.11;10.6084/m9.figshare.3458837.v3;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;66.67;100.0;75.0;60.0;66.67;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;75.0
AHOI v18.11;10.6084/m9.figshare.3458837.v2;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;66.67;100.0;75.0;60.0;66.67;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;75.0
AHOI v18.11;10.6084/m9.figshare.3458837.v1;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;66.67;100.0;75.0;60.0;66.67;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;75.0
BIVcolor benchmark;10.5073/jki-data.2015.1;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
[Datensatz] Aktualisierte Kulisse organischer Böden in Deutschland;10.3220/DATA20230510130443-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
