Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
"A. Junker (2014-07-29): Optimizing experimental procedures for quantitative evaluation of crop plant performance in high throughput phenotyping systems."; 10.5447/ipk/2014/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"T. Schmutzer (2016-06-22): Scaffolds of rye (Secale cereale L.) inbred line Lo7– version 2."; 10.5447/ipk/2016/56;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Szymanski et al. (2020-07-28): Analysis of Wild Tomato Introgression Lines Elucidates the Genetic Basis of Metabolome Variation in a Ripening Tomato Fruit."; 10.5447/ipk/2020/22;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"N. Bernhardt (2016-04-28): Analysis of phylogenetic relationships among diploid Triticeae grasses ."; 10.5447/ipk/2016/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"A. Jozefowicz (2017-08-24): Nitrogen deficiency induced alterations in the root proteome of a pair of potato (Solanum tuberosum L.) varieties contrasting for their response to low N."; 10.5447/ipk/2017/22;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2016-06-22): Diversity resource for Secale cereale L. including VCF files and functional annotation of SNPs and INDELs from 11 re-sequenced rye genotypes."; 10.5447/ipk/2016/13;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"B. Pucker (2019-03-06): Chromosome-level Assembly Reveals the Niederzenz (Nd-1) Genome Structure and Gene Set."; 10.5447/ipk/2019/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"The International Rye Genome Sequencing Consortium (IRGSC) (2020-12-09): The 2019-2021 rye (Secale cereale L. inbred line 'Lo7') genome assembly."; 10.5447/ipk/2020/33;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"Q. Muqaddasi (2017-04-20): 15k SNP chip data for spring and winter wheat."; 10.5447/ipk/2017/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"S. Beier (2015-05-08): Multiplex sequencing of bacterial artificial chromosomes for assembling complex plant genomes."; 10.5447/ipk/2015/6;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Martis (2016-08-03): Updated version (v2) of the Rye Genome Zipper."; 10.5447/ipk/2016/58;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"C. Colmsee et al. (2014-07-25): A case study for efficient management of high throughput primary lab data."; 10.5447/ipk/2011/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"L. Otto (2017-08-07): Supplemental Material BMC Genomics DOI10.1186_s12864-017-3991-0_ Use of genotyping-by-sequencing to determine the genetic structure in the medicinal plant chamomile; and to identify flowering time and alpha-bisabolol associated SNP-loci by genome-wide association mapping."; 10.5447/ipk/2017/7;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-08-22): Data and procedures for the construction of the pseudomolecules of barley cv. Morex."; 10.5447/ipk/2016/19;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"R. Hettwer Giehl et al. (2018-03-13): Gene expression signatures in Arabidopsis thaliana roots under sufficient or deficient phosphate conditions."; 10.5447/ipk/2018/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2019-10-22): Tutorial with three data sets providing assistance and guidance of data processing using Kmasker plants."; 10.5447/ipk/2019/17;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2015-09-15): Repeat investigation of 4.3 million variant positions using 52 highly diverse accessions of the model allopolyploid plant Brassica napus."; 10.5447/ipk/2015/8;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2015-11-05): Genomic resource for two Genlisea species (G. nigrocaulis and G. hispidula) including the individual WGS genome assembly and the gene annotation for each species."; 10.5447/ipk/2015/10;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"K. Gaurav (2020-10-14): K-mer matrix of OWWC Aegilops tauschii diversity panel."; 10.5447/ipk/2021/13;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2016-08-03): Large data tables for gene prediction; gene annotation and the genetic map of rye (Lo7)."; 10.5447/ipk/2016/57;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2014-09-12): w7984_meraculous_scaffolds."; 10.5447/ipk/2014/14;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"WHEALBI Consortium (2019-04-30): Single-nucleotide polymorphism matrices for 403 barley genotypes (WHEALBI diversity panel)."; 10.5447/ipk/2019/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Lux (2022-03-10): Structural annotation; pseudomolecules; and analyses of Avena sativa (cv. Sang); Avena insularis (BYU209) and Avena longiglumis (CN58138)."; 10.5447/ipk/2022/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-15): Boundaries of the split pseudomolecules of barley cv. Morex."; 10.5447/ipk/2016/27;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Lux (2019-12-05): Strutural gene prediction and annotation for Secale cereale Lo7."; 10.5447/ipk/2020/29;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Schnitzler (2014-07-25): Supplemental material : 'Isoprene emission-free poplars - a chance to reduce the impact from poplar plantations on the atmosphere'."; 10.5447/DPPN/2014/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"P. Hoseinzadeh et al. (2019-12-05): Genotyping-by-sequencing  data of two double introgression-line mapping populations developped to map the Hordeum bulbosum A42 powdery mildew locus."; 10.5447/ipk/2020/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2015-08-25): PreBreed Yield data processing scripts."; 10.5447/ipk/2015/7;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"S. Twardziok (2018-08-28): Coding sequences and GFF3 of high confidence wild emmer genes."; 10.5447/ipk/2019/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"Y. Guo (2018-09-25): Variation data for a global diversity panel of barley with a focus on Tibetan barley (Qingke)."; 10.5447/ipk/2018/15;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"International Wheat Genome Sequencing Consortium (2018-03-29): Gene family expansion and contraction in the genome of bread wheat cv. Chinese Spring."; 10.5447/ipk/2018/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"C. Ulpinnis (2017-02-07): Pre-release of scripts for an automated processing of genomic sequence data to predict gene models."; 10.5447/ipk/2017/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Schmutzer (2015-05-22): Single nucleotide polymorphism datasets from 52 highly diverse accessions of the model allopolyploid plant Brassica napus."; 10.5447/ipk/2015/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"H. Himmelbauer et al. (2016-07-18): Beta vulgaris spp. maritima draft genome sequence assembly and structural prediction of protein coding genes."; 10.5447/ipk/2017/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"K. Witzel (2011-06-26): Processed raw data as used for the quantitative analysis of the response of the barley root plasma membrane to salinity stress."; 10.5447/ipk/2012/10;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"K. Köhl (2018-12-11): Selection and validation experiment comparing phenotypic and marker-assisted selection for drought tolerance in Solanum tuberosum ssp. tuberosum."; 10.5447/ipk/2020/18;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"A. Jozefowicz (2020-11-04): Identification of interaction partners of type II peroxiredoxin E (updated version)."; 10.5447/ipk/2021/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Haas (2018-12-12): Linear modeling reveals a predominance of cis- over trans-regulatory effects in wild and domesticated barley."; 10.5447/ipk/2020/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
