Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
PhenoApp Input/Output files;10.5281/zenodo.5760899;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;75.0;50.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;50.0;50.0;100.0;75.0
PhenoApp;10.5281/zenodo.5675073;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Multikriterielle Smart Bioenergy Bewertungsdaten;10.1002/ceat.202000033;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
Dashboard biogene Rohstoffe in Deutschland;10.48480/95ct-gn40;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;50.0;66.67;100.0;50.0;0.0;100.0;100.0;0.0;0.0;25.0;100.0;50.0;50.0;58.33
Data for "How Array Design Creates SNP Ascertainement Bias";10.1101/833541;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;66.67;57.14;75.0;30.0;66.67;100.0;50.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Supplementary Material to Publication Genotyping of Francisella tularensis subsp. holarctica from Hares in Germany;10.5281/zenodo.7642644;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100.0;100.0;75.0;60.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;79.17
Three-year benthic macroinvertebrate monitoring in ditches of the apple orchard region ‘Altes Land’;10.5073/20201029-170047;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Self-incompatibility (S) genotypes of cultivated sweet cherries – An overview update 2020;10.5073/20201016-141600;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Dataset from the evaluation of resistance/susceptibility of Malus genetic resources to apple blotch disease (Diplocarpon coronariae);10.5073/20201002-102537;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;75.0;30.0;50.0;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;0.0;50.0;50.0;56.25
Mosquito monitoring data from active (2011-2017) and passive (2012-2017) surveillance;10.1111/1365-2664.13767;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;50.0;10.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;20.83
Dataset from the evaluation of raspberry genetic resources towards oviposition of spotted wing drosophila (Drosophila suzukii);10.5073/20200907-140951;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;75.0;30.0;50.0;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;0.0;50.0;50.0;56.25
Data : Breeding progress for pathogen resistance is a second major driver for yield increase in German winter wheat at contrasting N levels;10.5281/zenodo.3697514;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100.0;100.0;75.0;60.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;79.17
Experimental data from the Braunschweig FACE studies on wheat growth responses to elevated CO2 in combination with nitrogen supply or infrared warming during grain filling;10.18174/odjar.v6i0.16397;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;100;100;63;;50.0;50.0;75.0;30.0;50.0;100.0;25.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;45.83
Maize response to free air CO2 enrichment under ample and restricted water supply: field experimental data and output of a process-based hydrological plant growth model;10.18174/odjar.v6i0.17915;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;100;100;63;;50.0;50.0;75.0;30.0;50.0;100.0;25.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;45.83
Data to: Development and application of a molecular marker resource for improving drought stress tolerance in rye (Secale cereale L.);10.5073/20200803-174646;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;75.0;30.0;50.0;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;0.0;50.0;50.0;56.25
Foliar nitrogen (N) and phosphorus (P) concentrations from ICP Forests Level II plots;10.3220/DATA20200824095051;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2018: Input data and emission results;10.3220/DATA20200312140923;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Erste Bodenzustandserhebung Landwirtschaft – Kerndatensatz;10.3220/DATA20200203151139;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Datenerhebung zu Staubabrieb und Wirkstoffgehalt von gebeiztem Getreidesaatgut 2019;10.5073/20200421-134049;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Fermentation of African Nightshade Leaves with Lactic Acid Bacterial Starter Cultures;10.25826/20191211-135551;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;50.0;50.0;50.0;60.42
Long-term monitoring of a research biogas plant;10.17632/3ydxwchm2c.1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
SUPREMA - SUpport for Policy RElevant Modelling of Agriculture;10.2905/d6ef74c6-ba91-4e37-827e-d0854fbe85dd;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;33.33;71.43;25.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;0.0;0.0;25.0;0.0;50.0;50.0;41.67
Survey data of xylem-sap feeding Auchenorrhyncha;10.5281/zenodo.3775537;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;75.0;50.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;75.0
Nationales Monitoring biogener Reststoffe, Nebenprodukte und Abfälle in Deutschland Teil 2;10.1016/j.biombioe.2019.105275;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Nationales Monitoring biogener Reststoffe, Nebenprodukte und Abfälle in Deutschland Teil 1;10.1016/j.biombioe.2019.105275;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Data to: Single and combined effects of Drosophila suzukii and D. melanogaster on sour rot development in viticulture;10.5073/20190809-165000;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Implementing assisted migration. SUSTREE Policy Brief No. 2, Output of the INTERREG CENTRAL EUROPE Programme 2014-2020;10.3220/DATA20191016132031;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Conservation and sustainable utilization of forest tree diversity in climate change. SUSTREE Policy Brief No. 1, Output of the INTERREG CENTRAL EUROPE Programme 2014-2020;10.3220/DATA20191016112803;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
[Dataset] Anaplasma phagocytophilum evolves in geographical and biotic niches of vertebrates and ticks;10.6084/m9.figshare.c.4560296;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
BWI 2012 Umweltdatenbank Bodenprofile;10.3220/DATA20190625100522;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;100.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;100.0;25.0;50.0;50.0;50.0;56.25
Characterization of the microbiota and volatile components of kocho, a traditional fermented food of Ethiopia;10.25826/Data20180720-110520;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Test set of Non-technical Summaries (NTS) of Animal Experiments Indexed with ICD-10 Codes (Version 1.0);10.17590/20190506-101759;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2017: Input data and emission results;10.3220/DATA20190320111106-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;75.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;52.08
Experimental raw data from the assessment of operator exposure during the filling process - Closed Transfer Systems (CTS);10.5073/20190213-142439;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Non-technical Summaries (NTS) of Animal Experiments Indexed with ICD-10 Codes (Version 1.0);10.17590/20190118-134645-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Database on the Performance of Current Agro-Ecological Farming Systems (AEFS) as an Input to the Modelling in WP4;10.5281/zenodo.3593989;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;50.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Data: Breeding improves wheat productivity under contrasting agrochemical input levels;10.5281/zenodo.1316947;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Database on the performance of current AEFS as an input to the modelling in WP4;10.5281/zenodo.3593988;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;50.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
Technical and economic data of renewable heat supply systems for different heat sub-sectors;10.17632/v2c93n28rj.2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;66.67;85.71;75.0;50.0;66.67;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;66.67
